,ci,gender,name,edad,telefono,grado,estado
1233,1776092303,male,Mark Walls,20,593990691751,NA,False
1234,1721114790,male,Jonathan White,15,593990319860,NA,True
1235,1748302856,male,Matthew Gutierrez,14,593990060089,NA,False
1236,1748861577,male,Robert Davis,19,593990418810,NA,False
1237,1764625378,male,Stephen Holland,22,593990284528,60%,True
1238,1787172375,male,Joshua Patel,17,593990626240,40%,False
1239,1777935188,na,Timothy Oconnor,15,593990799378,50%,False
1240,1776132499,female,Erin Morgan,21,593990078236,40%,True
1241,1753130142,male,James Flores,21,593990841706,40%,True
1242,1789699721,na,Charlene Spencer,21,593990238918,60%,False
1243,1731378453,male,Nicholas Woods,14,593990167235,100%,False
1244,1788035653,male,John Mccormick,20,593990626113,50%,True
1245,1794509316,male,Micheal Perez,15,593990224306,NA,True
1246,1793162077,male,Bruce Williams,14,593990737382,NA,True
1247,1750858818,male,Mark Walker,19,593990283279,70%,False
1248,1753692757,male,Edwin Douglas,13,593990071201,40%,False
1249,1741702602,female,Carol Bell,15,593990147864,NA,True
1250,1715506613,male,Joshua Reynolds,17,593990381034,70%,False
1251,1784226489,male,Shawn Myers,14,593990698618,70%,False
1252,1730225212,male,Darin Wood,13,593990469941,NA,True
1253,1734180358,female,Dawn Spence,16,593990342624,NA,False
1254,1722993638,male,Russell Snyder,13,593990071578,70%,False
1255,1786052509,male,Dale Walker,14,593990617761,40%,False
1256,1793103910,male,Nicholas Bray,18,593990189997,60%,False
1257,1769135088,male,Christopher Turner,20,593990383244,NA,False
1258,1738085889,female,Jamie Johnson,20,593990753629,NA,False
1259,1753534122,female,Jamie Rice,15,593990449051,NA,False
1260,1774354702,male,Edward Leon,19,593990954295,NA,True
1261,1793831919,male,Joseph Logan,15,593990830336,50%,False
1262,1710760490,male,Kevin Tyler,15,593990207697,100%,False
1263,1746677142,male,Joshua Hall,20,593990713848,50%,False
1264,1741024847,female,Emily Hawkins,16,593990158067,NA,True
1265,1772492106,female,Autumn King,17,593990507156,40%,False
1266,1786600912,male,Aaron Long,20,593990303340,70%,True
1267,1765106718,female,Abigail Washington,13,593990297922,70%,True
1268,1763221188,female,Carolyn Weber,16,593990500430,100%,False
1269,1773366279,male,Michael Garcia,22,593990616166,NA,False
1270,1768582202,female,Teresa Bradford,18,593990728579,60%,True
1271,1774821876,female,Linda Henry,20,593990328797,NA,False
1272,1766059119,male,Justin Rowe,14,593990016520,100%,True
1273,1742868912,male,Daniel Hill,22,593990262870,NA,False
1274,1741341845,female,Teresa Davidson,20,593990246596,70%,True
1275,1737146617,male,Bruce Gibson,14,593990322175,100%,False
1276,1799196135,female,Carly Baker,20,593990471230,NA,True
1277,1757676941,female,Sandra Smith,14,593990393387,40%,True
1278,1779561128,male,Joseph Manning,20,593990229808,50%,False
1279,1772784351,female,Yvette Hendrix,13,593990421854,NA,True
1280,1749905207,male,Michael Robinson,22,593990195217,NA,True
1281,1768170901,male,Victor Roberts,16,593990405724,NA,False
1282,1734643807,male,Jeffrey Harris,15,593990073451,NA,True
1283,1774908698,female,Brandy Collins,21,593990413285,70%,True
1284,1797099282,female,Melanie Taylor,15,593990962167,50%,False
1285,1706160318,male,David Hendricks,17,593990188419,100%,True
1286,1769596091,female,Kristen Miller,21,593990726691,40%,False
1287,1719664557,female,Kristy Jones,14,593990076431,50%,True
1288,1720537203,female,Jamie Salas,20,593990410658,60%,False
1289,1738466161,female,Allison Green,16,593990085498,50%,True
1290,1785838775,female,Megan Cook,15,593990216026,50%,True
1291,1778253637,female,Savannah White,15,593990772813,NA,False
1292,1781617649,male,Michael Thomas,20,593990496554,NA,False
1293,1748644384,male,Christopher Palmer,17,593990839754,60%,False
1294,1732108835,female,Michelle Parker,18,593990100792,NA,True
1295,1719834037,female,Taylor Waters,17,593990597199,100%,True
1296,1737610117,male,Tim Ponce,22,593990797116,NA,True
1297,1737525218,na,Samantha Huang,14,593990886415,NA,False
1298,1724817481,male,Brett Marks,14,593990434706,NA,False
1299,1702743067,male,Adam Le,15,593990016871,NA,True
1300,1795672502,male,Donald Phillips,21,593990215857,70%,True
1301,1771476336,male,Cameron Martin,19,593990221067,NA,False
1302,1771381390,male,Daniel Caldwell,20,593990306652,NA,False
1303,1702435456,male,Brent Smith,18,593990550022,NA,False
1304,1741524688,male,Justin Smith,20,593990189193,40%,True
1305,1720904350,male,Nicholas Wood,19,593990805377,70%,True
1306,1766226923,female,Michele Lynch,14,593990369816,NA,True
1307,1785497289,female,Lisa Tucker,20,593990952595,NA,True
1308,1715127965,male,Christopher Potter,17,593990564297,NA,False
1309,1777565645,female,Hannah Gonzalez,13,593990937515,70%,False
1310,1733440401,male,Calvin Brewer,21,593990902528,NA,True
1311,1715794126,male,Donald Lee,22,593990273249,60%,True
1312,1778225453,female,Jenna Beasley,16,593990902710,70%,True
1313,1749217592,female,Donna Evans,13,593990861407,NA,True
1314,1704430025,female,Catherine Williams,13,593990515263,NA,True
1315,1773958584,na,Daniel Miller,15,593990076948,NA,False
1316,1751982291,male,William Bowman,13,593990351394,NA,False
1317,1789701834,na,Carolyn Brown,13,593990120122,NA,False
1318,1786016900,male,Steven Townsend,21,593990995745,NA,True
1319,1715484310,female,Michelle Powell,21,593990097176,NA,True
1320,1750519525,female,Miss Gabriella Page,13,593990662215,50%,True
1321,1775373735,male,Evan Morgan,17,593990809037,70%,True
1322,1754676982,female,Rebecca Sandoval,22,593990145108,70%,True
1323,1791219530,female,Nancy Johnson,13,593990827766,50%,True
1324,1780768257,male,Christopher Brown,15,593990376572,NA,False
1325,1719112887,female,Debra Harrison,19,593990343940,NA,True
1326,1763413857,female,Michelle Greene,14,593990738075,60%,False
1327,1735158779,male,Connor Leon,15,593990992997,NA,True
1328,1705622832,female,Jennifer Ramsey,18,593990391599,NA,False
1329,1707791640,female,Christina Hatfield,17,593990103572,NA,True
1330,1734528465,na,Maria Chavez,19,593990292046,60%,True
1331,1707126546,male,Ryan Maldonado,20,593990981420,NA,False
1332,1702365595,female,Ms. Lisa Hardy,15,593990249488,NA,False
1333,1711893959,male,Christopher Mcmillan,21,593990764354,60%,False
1334,1778553234,male,Michael Calderon,16,593990705020,NA,True
1335,1765365197,na,Nicholas Palmer,22,593990964666,NA,False
1336,1762410189,female,Carmen Gray,16,593990989176,NA,False
1337,1723535311,male,Dr. David Schultz MD,19,593990595299,NA,True
1338,1711063274,male,Jacob Roberts,14,593990892582,40%,True
1339,1716925811,female,Natalie Hinton,17,593990045086,NA,False
1340,1776737268,male,Mark Johnson,13,593990488494,50%,False
1341,1736808469,male,Thomas Alexander,17,593990890497,NA,False
1342,1761644339,female,Linda Brady,19,593990815879,100%,False
1343,1767708074,na,Jennifer Smith,20,593990426957,NA,True
1344,1795902589,male,Eric Moore,17,593990268380,NA,False
1345,1757138202,male,David Bryan,13,593990723488,NA,False
1346,1778360384,female,Heidi Schultz,19,593990171342,60%,False
1347,1787832298,male,Lee Taylor,21,593990341826,NA,False
1348,1772416077,female,Jessica Cohen,22,593990263017,60%,True
1349,1791620713,female,Yvette Roman,19,593990860753,50%,True
1350,1703241851,male,James Yang,13,593990222319,NA,True
1351,1737792737,male,Dennis Phillips,22,593990666205,NA,True
1352,1703819583,female,April Jones,17,593990721728,70%,False
1353,1712459586,female,Amber Holloway,14,593990469402,NA,False
1354,1769163036,female,Barbara Higgins,16,593990920902,NA,False
1355,1737276469,na,Terri Snyder,20,593990925796,NA,False
1356,1786276768,female,Michelle Nelson,15,593990530859,50%,True
1357,1727609892,female,Cassidy Castillo,13,593990240255,NA,False
1358,1762341368,female,Stephanie Simmons,13,593990122494,NA,True
1359,1729704538,male,Daniel Larsen,21,593990567913,NA,True
1360,1704723065,female,Angela Harvey,16,593990535106,NA,True
1361,1786236329,female,Sabrina Mendoza,15,593990546952,NA,False
1362,1706432888,na,Jack Hanson,17,593990010503,100%,True
1363,1753975440,female,Mary Lee,20,593990288347,50%,True
1364,1785944895,male,Mark Austin,21,593990280343,40%,True
1365,1776673534,female,Ashley Robinson,16,593990598621,70%,False
1366,1773323238,female,Amy Kent,17,593990629164,100%,False
1367,1712468180,na,Ms. Kimberly King DVM,22,593990414326,NA,True
1368,1781691280,male,Gordon Davis,14,593990553265,NA,False
1369,1717098776,female,Patricia Baldwin,14,593990724753,100%,True
1370,1741896397,female,Kaitlin Harper,14,593990808839,NA,False
1371,1730393218,male,Daniel Wallace Jr.,16,593990043261,60%,True
1372,1710524293,female,Amber Morgan,22,593990710527,NA,False
1373,1744513879,male,Eric Russell,22,593990866260,NA,False
1374,1735776221,male,James Wilson,16,593990472607,100%,True
1375,1747496570,female,Jessica Simpson,19,593990993170,40%,False
1376,1764432263,female,Julia Morris,16,593990248030,NA,True
1377,1774010799,na,Michael Thompson,16,593990222659,60%,True
1378,1772237388,female,Samantha Baker,18,593990489511,100%,True
1379,1724770860,female,Miss Tanya Bond,16,593990526206,NA,False
1380,1751663586,female,Dr. Sandra Rodriguez DDS,18,593990010139,NA,True
1381,1732579937,male,Brandon Decker,21,593990997911,NA,False
1382,1785579694,male,Benjamin Kelly,19,593990298813,70%,False
1383,1787173953,male,Richard Ochoa,13,593990005043,NA,True
1384,1751063873,male,Mr. Patrick Ward,18,593990944528,NA,False
1385,1796902644,male,Steven Frost,21,593990358181,100%,True
1386,1708416588,male,Mr. George Parrish,21,593990976632,40%,False
1387,1752483276,female,Krystal Walker,13,593990888190,100%,False
1388,1749866565,male,Gary Myers,18,593990244803,70%,True
1389,1763454252,male,John Solomon,18,593990662218,60%,False
1390,1761181729,male,Allen Hartman,15,593990633992,100%,True
1391,1709405352,female,Ruth Cole,13,593990498424,NA,False
1392,1715418622,male,Timothy Barnes,21,593990186036,NA,True
1393,1721007490,female,Tracy Aguilar,19,593990873854,70%,False
1394,1706177391,male,Samuel Miles,20,593990312731,NA,False
1395,1745363549,male,Michael Browning,19,593990936076,NA,False
1396,1713345869,male,Kevin Fuller,15,593990505340,NA,True
1397,1700671273,male,Seth Scott,16,593990656710,NA,False
1398,1776978202,male,Michael Smith,17,593990008680,60%,True
1399,1754096696,female,Veronica Sanders,21,593990439462,50%,False
1400,1766318694,female,Jessica Camacho,16,593990932944,100%,False
1401,1787949323,male,Spencer Anderson,15,593990675767,NA,True
1402,1792005495,female,Suzanne Diaz,17,593990496209,NA,False
1403,1729560050,male,Joshua Tyler,22,593990074677,NA,True
1404,1791273668,male,Stephen Mckenzie,17,593990675593,NA,False
1405,1773887354,female,Susan Fox,20,593990488672,NA,True
1406,1756608287,male,Brian Vance,15,593990391069,40%,False
1407,1758914685,male,Ian Powell,14,593990616761,40%,False
1408,1710755765,female,Sharon Dean,15,593990503784,50%,False
1409,1700998989,male,Kevin Lynch,15,593990151527,40%,True
1410,1783843493,female,Kimberly Garner,16,593990187976,NA,True
1411,1731574138,male,William Shepard,21,593990336580,40%,False
1412,1711165102,male,Derek Lee,17,593990223439,NA,False
1413,1767384924,male,Blake Schmidt,17,593990059694,50%,True
1414,1763028313,male,Derek Henderson,22,593990634100,NA,False
1415,1767545598,female,Mrs. Nicole Booker,18,593990588607,70%,True
1416,1713108169,female,Kimberly Smith,17,593990973865,NA,False
1417,1792979887,female,Melissa Day,16,593990011147,NA,False
1418,1780795471,male,Christopher Aguilar,14,593990102843,40%,False
1419,1759495443,female,Kathy Myers,15,593990234754,60%,True
1420,1736230722,male,Wesley Fields,17,593990971572,NA,True
1421,1700574632,female,Patricia Gomez,16,593990093978,NA,True
1422,1734206229,female,Deanna Pratt,17,593990625132,70%,False
1423,1726714475,female,Nancy Gibson,14,593990675630,NA,False
1424,1744190655,male,Omar Guerrero,14,593990355379,40%,True
1425,1710132848,female,Angela Daniel,22,593990029647,NA,True
1426,1765031163,female,Michelle Cooper,18,593990604793,NA,False
1427,1762392977,female,Adriana Fletcher,17,593990151706,100%,False
1428,1749686699,male,Austin Vargas,20,593990204080,40%,False
1429,1795606768,male,Zachary Perez,13,593990944294,50%,True
1430,1710839927,male,John Ortiz,14,593990846303,40%,False
1431,1732948465,male,Scott Shaw,19,593990334289,100%,True
1432,1773126124,male,Jake Mack,18,593990833152,40%,True
1433,1746038194,female,Carla Garcia,13,593990758544,50%,True
1434,1759290624,male,Manuel Guzman,14,593990476649,NA,False
1435,1746584432,male,Steven Gregory,15,593990458295,60%,False
1436,1795188038,na,Walter Smith,21,593990518663,70%,True
1437,1751310499,male,Frank Bryant,20,593990287768,50%,True
1438,1758365090,male,Patrick Randall,14,593990095993,40%,True
1439,1772659487,female,Whitney Smith,13,593990930347,NA,True
1440,1735234175,female,Kylie Simmons,13,593990445648,NA,True
1441,1706104255,female,Stephanie Bernard,16,593990715393,NA,False
1442,1762588334,male,Kevin Reynolds,22,593990012893,NA,True
1443,1793971566,female,Gabrielle Arnold,21,593990832504,NA,True
1444,1769106691,female,Angela Walker,16,593990124465,NA,False
1445,1732635483,male,Robert White,16,593990352737,NA,True
1446,1774184872,male,Patrick Phillips,16,593990847197,NA,True
1447,1787637230,male,Joseph Gutierrez,22,593990415875,40%,True
1448,1746776212,male,Dylan Silva,22,593990872389,NA,False
1449,1708072631,male,Thomas Ford,22,593990778018,NA,False
1450,1775418039,na,Joyce Smith,13,593990508782,40%,True
1451,1702264458,male,Donald Walter,18,593990517817,50%,False
1452,1745065298,female,Hannah Vance,21,593990193357,NA,True
1453,1751107337,male,Daniel Terrell,13,593990527373,NA,False
1454,1748243386,female,Andrea Schmidt,17,593990311202,NA,True
1455,1715494997,female,Deborah Mckinney,18,593990510458,NA,False
1456,1703098896,female,Christina Lopez,13,593990155926,NA,False
1457,1793770328,male,Zachary Stephens,22,593990490411,NA,True
1458,1717557432,na,Tyrone Smith,19,593990507280,100%,True
1459,1779235624,male,James Morris,22,593990629308,NA,True
1460,1734106844,female,Denise Clark,17,593990278368,NA,False
1461,1713495066,male,Luis Freeman,18,593990614019,100%,False
1462,1706751815,male,Joseph Serrano,22,593990703768,NA,False
1463,1799446550,male,Eric Miranda,18,593990245670,40%,True
1464,1770062218,male,Christopher Johnston,22,593990090071,NA,False
1465,1750544191,male,Terry Foley,15,593990870724,NA,True
1466,1739676520,male,Dr. Edward Johnson,19,593990771820,50%,False
1467,1767384994,male,Austin Mooney,16,593990455393,40%,False
1468,1790304738,male,Martin Simpson,14,593990603552,40%,False
1469,1765949199,na,Christopher Khan,14,593990926705,60%,True
1470,1750713991,male,Danny Fisher,19,593990352931,40%,True
1471,1712141462,male,Mr. Ethan Sanders,16,593990841733,100%,True
1472,1764466249,male,Jeffrey Harris,15,593990834742,NA,True
1473,1790400297,male,Marcus Brown,18,593990460151,50%,False
1474,1786426351,male,Peter Pearson,17,593990287177,70%,False
1475,1730598164,female,Mary Raymond,22,593990114999,100%,True
1476,1727095510,male,Jose Clark MD,16,593990726488,NA,True
1477,1742518796,male,Joseph Gonzalez,17,593990074477,40%,False
1478,1711822591,female,Suzanne Gonzalez,19,593990510303,NA,False
1479,1767556854,male,Daniel Beard,15,593990465634,70%,False
1480,1764131212,female,Tiffany Barry,18,593990797661,NA,True
1481,1741204510,na,Douglas Chavez,21,593990051717,NA,False
1482,1733602174,male,Manuel Fields,16,593990845792,NA,False
1483,1711722804,male,Christopher Baker,15,593990393001,NA,True
1484,1748064779,female,Alyssa Wang,13,593990223050,NA,False
1485,1724550084,male,Terry Lambert,20,593990840613,50%,True
1486,1737674977,female,Mary Perez,20,593990937305,40%,True
1487,1717929181,female,Theresa Gentry,18,593990992275,NA,True
1488,1742784422,male,Peter Martin Jr.,20,593990449825,40%,True
1489,1737453980,female,Stacy Cooper,13,593990600115,NA,True
1490,1768867558,male,Justin Sullivan,16,593990585462,50%,True
1491,1769049356,male,Gary Moore,18,593990680497,100%,False
1492,1766188868,male,Mark White,15,593990270523,100%,True
1493,1772273772,male,Randy Garcia,20,593990974543,NA,True
1494,1796388507,male,Samuel Mitchell,17,593990637095,60%,False
1495,1740792563,female,Casey Brown,14,593990983270,40%,True
1496,1717281537,female,Ashley Rocha,13,593990884839,NA,True
1497,1746996927,female,Ashley Green,18,593990306348,70%,True
1498,1776705466,male,Greg Shaw,18,593990772001,60%,True
1499,1738236081,male,James Crosby,13,593990887992,40%,True
1500,1779617788,female,Maria Murray,15,593990147044,70%,True
1501,1766055151,male,Daniel Mccarthy,20,593990035646,40%,True
1502,1782449926,female,Paula Clarke,20,593990232416,50%,True
1503,1707057812,male,Jacob Cochran,17,593990974528,60%,True
1504,1797944582,male,Douglas Gutierrez,18,593990206832,100%,False
1505,1773523320,female,Katherine Miller,13,593990216180,NA,True
1506,1783900829,female,Veronica Dunn,20,593990010063,NA,True
1507,1798021162,female,Lauren Lara,16,593990522415,70%,False
1508,1711258892,female,Maria Smith,20,593990271529,NA,True
1509,1780732463,female,Deborah Smith,21,593990613763,60%,False
1510,1762977019,female,Tara Riddle,17,593990719987,60%,True
1511,1745283834,female,Melissa Estrada,15,593990563671,40%,False
1512,1746877651,female,Maria Scott,21,593990419276,50%,True
1513,1799262400,female,Amanda Martinez,16,593990350084,NA,False
1514,1762612717,male,Calvin Bright,17,593990029441,100%,False
1515,1787063730,male,Scott Navarro,19,593990056637,NA,False
1516,1776481331,male,Jake Brown,14,593990698636,NA,True
1517,1734141733,female,Sharon Edwards,19,593990637740,50%,False
1518,1714923557,female,Julie Martinez,17,593990855206,40%,False
1519,1718506331,male,Mr. Timothy Giles,21,593990318488,NA,True
1520,1742258973,female,Stephanie Dominguez,21,593990273732,NA,True
1521,1768551867,female,Catherine Richards,20,593990960488,NA,False
1522,1774215437,female,Brittany Bennett,16,593990370652,60%,True
1523,1770278233,female,Emily Perry,22,593990924063,60%,False
1524,1780230547,female,Donna Hanson,19,593990943086,70%,True
1525,1774106207,male,Christopher Dalton,13,593990811383,NA,True
1526,1742947276,male,Brandon Johnson,16,593990697816,NA,True
1527,1757391535,male,Mark Johnson,21,593990354253,NA,False
1528,1735267032,female,Kathleen Casey,19,593990994468,60%,True
1529,1738743241,female,Stephanie Soto,19,593990658138,50%,True
1530,1798196309,male,Brian Miller,17,593990845714,NA,False
1531,1706825311,female,Jennifer Leblanc,18,593990217431,70%,False
1532,1712336495,female,Patricia Jones,19,593990259941,100%,True
1533,1745837622,female,Michelle Hernandez,19,593990355966,60%,False
1534,1736611373,male,Timothy Mccarthy,22,593990977486,NA,False
1535,1730656441,male,Robert Diaz,19,593990181752,70%,False
1536,1712792534,female,Brenda Weaver,20,593990108827,60%,True
1537,1778210440,male,Adam Deleon,14,593990176291,40%,False
1538,1700559409,na,Jennifer Cohen,20,593990491553,50%,False
1539,1736329719,female,Jasmine Vincent,15,593990359379,NA,True
1540,1751580255,male,Ronald Martinez,19,593990332136,NA,True
1541,1707620561,female,Haley Garcia,19,593990774740,70%,True
1542,1734991566,female,Deanna Hart,13,593990858502,NA,False
1543,1718236153,male,Shawn Sims,15,593990644382,40%,False
1544,1755239551,male,David Bowers,22,593990601549,NA,False
1545,1750484403,female,Vicki Watson,13,593990313832,40%,False
1546,1739731606,male,Jason Turner,22,593990201595,40%,False
1547,1799835492,female,Linda Scott,13,593990710868,70%,True
1548,1778414437,male,Ryan Romero,18,593990694195,100%,False
1549,1751831618,female,Kaitlyn Mccarthy,17,593990882659,40%,True
1550,1740311736,female,Allison Taylor DDS,14,593990265232,50%,True
1551,1763922120,na,Cheryl Williams,17,593990669582,100%,True
1552,1718432629,female,Jennifer Wells,13,593990856997,NA,False
1553,1735830085,male,Eric Harmon,14,593990424356,NA,False
1554,1710978915,male,Jordan Fitzgerald,20,593990047637,60%,False
1555,1764087125,female,Crystal Reed,17,593990758515,NA,False
1556,1711060207,male,Bryan Montgomery,18,593990974774,70%,True
1557,1770012793,male,John Mendez,21,593990873306,NA,True
1558,1726245782,female,Wanda Francis,13,593990043375,NA,False
1559,1783930093,male,Alexis Harris,20,593990790042,NA,False
1560,1798390010,male,John Simmons,14,593990170277,100%,True
1561,1758643828,male,David Lee MD,15,593990106830,40%,False
1562,1769183263,female,Rhonda Williams,18,593990022864,NA,False
1563,1741582432,female,Sarah Chavez,22,593990060360,NA,False
1564,1704427501,male,William Fox,16,593990165292,50%,True
1565,1736885867,female,Anna Marshall,13,593990407410,NA,False
1566,1790902094,male,Mark Jacobson,15,593990896879,100%,True
1567,1732824961,male,Matthew Garza,17,593990123369,NA,False
1568,1794880250,male,Matthew Hurst,18,593990117429,60%,False
1569,1719220852,male,John Strickland,17,593990792240,60%,False
1570,1753871715,female,Andrea Johnson,22,593990845710,NA,True
1571,1791581510,female,Sonya Downs,22,593990062420,60%,True
1572,1704540804,male,Dylan Nelson,18,593990731959,100%,False
1573,1763377165,male,Travis Bass,14,593990716966,NA,True
1574,1766715933,female,Nicole Hernandez,16,593990147588,NA,False
1575,1714430086,female,Lisa Miller,13,593990394963,40%,False
1576,1783280584,male,Phillip Hansen,15,593990297232,NA,True
1577,1757776696,male,Joseph Rodriguez,17,593990795070,40%,True
1578,1732345830,male,Cory Wright,20,593990584107,60%,False
1579,1796940947,male,Nicholas Stevens,19,593990297424,70%,False
1580,1711119831,male,Robert Gonzalez,17,593990571047,NA,True
1581,1782948732,male,Alexander Boyer,18,593990725387,50%,False
1582,1704012801,female,Jacqueline Boyd,17,593990860266,NA,False
1583,1709273223,male,Ronald Davis,22,593990402031,40%,False
1584,1750636697,male,Daniel Mitchell,20,593990627908,NA,True
1585,1761688475,female,Kimberly Mcguire,19,593990554142,NA,True
1586,1752758121,female,Emily Pratt,19,593990925646,100%,False
1587,1773547058,male,Phillip Brown,17,593990697615,NA,True
1588,1723604738,female,Cynthia Sullivan,20,593990533962,40%,False
1589,1785822508,female,Christine Garcia,17,593990260835,40%,True
1590,1766076341,female,Megan Chen,22,593990264799,50%,True
1591,1766335343,female,Doris Estrada,18,593990990808,100%,True
1592,1749151882,male,Andrew Ramsey,20,593990176366,NA,False
1593,1768945809,female,Isabel Thomas,19,593990485461,NA,False
1594,1793839509,female,Alexandra Delacruz,19,593990968242,60%,False
1595,1723436158,male,Christopher Ward,13,593990187825,60%,True
1596,1744079291,female,Kim Smith,21,593990401042,70%,False
1597,1740134513,male,Ronald Taylor,14,593990755968,NA,True
1598,1703138103,male,James Howard,19,593990922402,NA,True
1599,1758239160,female,Tracy Foley,17,593990451796,NA,True
1600,1753866191,male,Charles Murphy,20,593990253338,NA,False
1601,1764158977,male,Bryan Perkins,20,593990112351,40%,False
1602,1732011991,na,Benjamin Green,19,593990063195,50%,True
1603,1746016725,female,Kimberly Mcdonald,16,593990926441,NA,False
1604,1798139880,female,Tina White,13,593990190085,60%,True
1605,1757534533,female,Diana Johnson,13,593990127087,40%,True
1606,1759262093,male,Eric Rivera,18,593990616761,40%,True
1607,1786510806,male,Dylan Mann,18,593990703665,70%,False
1608,1700488026,female,Sara Coleman,18,593990091738,NA,False
1609,1737837730,female,Kathleen Valentine,20,593990771543,NA,True
1610,1759341690,female,Monica Stevens,22,593990521704,40%,False
1611,1714724739,female,Michelle Anderson,17,593990773662,70%,True
1612,1707158344,female,Jo Walters,20,593990223175,NA,False
1613,1705226227,na,Lisa White DVM,22,593990305091,NA,False
1614,1780779944,male,Dylan Quinn,19,593990346677,NA,True
1615,1705212285,na,Michael Decker,17,593990442104,70%,False
1616,1724567435,female,Alexandria Mendez,16,593990733616,70%,True
1617,1735363732,male,Donald Bass,13,593990918371,NA,True
1618,1799758842,male,Jeffrey Hardy,18,593990980108,NA,False
1619,1718621638,female,Barbara Johnson,14,593990468571,NA,False
1620,1706331277,male,Jerry Alvarado,22,593990670802,100%,False
1621,1761438661,male,Keith Smith,21,593990075046,70%,True
1622,1742600959,female,Christine Walls,20,593990226749,NA,True
1623,1703565551,male,Matthew Black,17,593990106537,NA,True
1624,1704304586,male,Samuel Wood,21,593990963404,NA,True
1625,1756484912,male,Michael Carter,13,593990527569,NA,True
1626,1701164527,male,Caleb Hall,21,593990539132,NA,False
1627,1750917600,female,Brittany Little,20,593990701288,NA,True
1628,1740770324,male,Charles Sanders,21,593990426855,70%,False
1629,1785528551,female,Alicia Schmitt,19,593990710048,70%,True
1630,1745500328,na,Zachary Jordan,19,593990475579,100%,False
1631,1751781924,male,Joshua Burns,22,593990686643,NA,True
1632,1756320766,female,Rhonda Bright,14,593990773911,50%,True
1633,1758681132,female,Sherri Brown,20,593990067264,50%,True
1634,1736585549,male,John Taylor,16,593990305622,100%,True
1635,1713309263,female,Brittney Richardson,22,593990214201,60%,False
1636,1715105442,female,Amanda Walls,18,593990927302,40%,False
1637,1763941256,female,Julie Harris,14,593990164659,NA,True
1638,1777654952,female,Tracy Leonard,14,593990965839,40%,True
1639,1740305509,male,Thomas Bailey,14,593990673613,NA,True
1640,1717687930,male,Justin Thomas,14,593990747696,NA,False
1641,1748522620,female,Cindy Lamb,22,593990526323,NA,False
1642,1780045218,female,Stacy Sanchez,13,593990742696,NA,True
1643,1777488235,male,Mr. Michael Bond,18,593990713231,NA,True
1644,1724260290,female,Heather Delgado,16,593990717373,70%,True
1645,1712075260,male,Joshua Thompson,14,593990143892,NA,False
1646,1715613395,male,Terry Odonnell,16,593990980822,40%,True
1647,1763114925,male,Douglas Cohen,17,593990372312,50%,True
1648,1778885191,male,Brian Kim,18,593990652965,50%,True
1649,1799381823,male,William Quinn,20,593990254829,NA,False
1650,1708846057,male,Michael Johnson,18,593990211425,70%,False
1651,1754325686,male,Sean Henson,21,593990262180,50%,False
1652,1776432274,male,Robert Poole,13,593990237191,NA,True
1653,1753570635,male,Edward Warren,21,593990193255,50%,False
1654,1750929845,female,Taylor Lucas,16,593990888907,100%,False
1655,1740158926,male,Justin Henry,18,593990579098,NA,True
1656,1736727736,female,Courtney Perez,17,593990129752,NA,True
1657,1784294167,female,Heather Stanley,17,593990561438,NA,False
1658,1777980086,female,Brittany Ryan,14,593990462872,NA,True
1659,1798117582,female,Barbara Greer,22,593990806943,40%,True
1660,1734680744,female,Stephanie Jones MD,20,593990665058,50%,False
1661,1715423594,female,Tammy Compton,14,593990993827,NA,False
1662,1765884858,female,Jennifer Fleming,14,593990310242,NA,False
1663,1749680062,female,Kristi Campbell,22,593990771595,100%,True
1664,1783866573,female,Joanna Navarro,17,593990477340,70%,True
1665,1755447319,male,David Williams,14,593990442531,NA,True
1666,1761310550,male,James Graham,19,593990947731,60%,False
1667,1738204984,female,Katelyn James,16,593990329633,NA,True
1668,1732478418,male,James Logan,19,593990819052,100%,False
1669,1712969270,male,Richard Blackburn,18,593990838223,NA,True
1670,1704390530,male,Antonio Long,13,593990393038,NA,False
1671,1718825839,female,Kristen Lewis DDS,16,593990453748,NA,False
1672,1732085182,female,Joy Stein,21,593990154819,NA,False
1673,1787443087,male,Daniel Nicholson,21,593990566960,70%,True
1674,1753351168,female,Jordan Smith,22,593990389551,70%,True
1675,1792480850,female,Caitlin Burton,19,593990876682,NA,True
1676,1744108607,female,Christina Johnson,16,593990037167,70%,False
1677,1779726738,male,Bobby Nguyen,21,593990535075,60%,False
1678,1751280346,female,Tina Rodriguez,20,593990284600,NA,True
1679,1759981626,female,Lisa Schroeder,17,593990092771,NA,False
1680,1757981236,female,Theresa Jones,20,593990914234,60%,False
1681,1722640668,female,Tiffany Ingram,20,593990211068,NA,True
1682,1777221534,female,Debra Diaz,22,593990467091,60%,True
1683,1732523789,female,Kristi Decker,16,593990951213,NA,True
1684,1720749686,male,Jon Parker,19,593990849560,NA,False
1685,1799739707,male,William Taylor,19,593990730763,NA,True
1686,1777644314,female,Shelia Sutton,14,593990875239,NA,True
1687,1758986944,male,Henry Zamora,21,593990569776,100%,True
1688,1776893560,male,Phillip Barker,17,593990811201,60%,True
1689,1761823745,female,Ashley Jackson,14,593990226825,50%,True
1690,1716333965,male,Mark Mills,19,593990361806,100%,True
1691,1799234872,female,Tracy Obrien,18,593990524447,50%,True
